uid,split,label,domain,n_sents,path_len,mean_step,p90_step,p95_step,step_cv,burstiness,straightness,dir_persistence,turn_mean_deg,frac_backtrack,avg_nn_dist,label_name,n_sents_log,log_path_len,log_mean_step,log_p90_step,log_avg_nn_dist,is_news
cc_news::cc_00088,train,0,news,39,43.490604400634766,1.1444896459579468,1.3245855569839478,1.3345710039138794,0.16511119009846859,1.166083947221442,0.02189558462822042,-0.48210835456848145,119.35763549804688,1.0,0.8643276691436768,human,3.6888794541139363,3.7952780298152393,0.7629015967784591,0.8435417680893305,0.6229004889816786,0
ai_gen::cc_00088,train,1,news,40,42.298728942871094,1.084582805633545,1.3410139083862305,1.373567819595337,0.16763596735141398,1.2664480871902801,0.02987510921364552,-0.4603842794895172,117.76092529296875,1.0,0.8600422739982605,ai,3.713572066704308,3.7681232799094833,0.7345687420081239,0.850584129706943,0.6205992154228879,0
cc_news::cc_00119,train,0,news,35,40.68074417114258,1.1964924335479736,1.3220348358154297,1.3299626111984253,0.08920257647120056,1.111551209106738,0.03466048373658703,-0.4992845058441162,120.31155395507812,1.0,0.9454861283302307,human,3.58351893845611,3.7300392516797394,0.7868617396510618,0.842443885667655,0.6655118832860986,0
ai_gen::cc_00119,train,1,news,46,50.32582092285156,1.1183515787124634,1.2724196910858154,1.3274786472320557,0.12520430024762258,1.1869958182194986,0.02144470376677492,-0.462321013212204,117.83527374267578,1.0,0.914630115032196,ai,3.8501476017100584,3.9381939573772127,0.7506382290184167,0.8208452069888568,0.6495244525572528,0
cc_news::cc_00113,train,0,news,15,15.915785789489746,1.136841893196106,1.272163987159729,1.2906992435455322,0.08940721805145188,1.135337509348585,0.08042262314179757,-0.43660247325897217,116.04061889648438,1.0,0.993535041809082,human,2.772588722239781,2.82824725634076,0.75932898819804,0.8207326757013022,0.6899094657179295,0
ai_gen::cc_00113,train,1,news,33,37.518959045410156,1.1724674701690674,1.2598237991333008,1.2992594242095947,0.0696831499475277,1.1081411273791126,0.02533604162832715,-0.48531052470207214,119.117919921875,1.0,1.017308235168457,ai,3.5263605246161616,3.6511505628215306,0.775863604590332,0.8152868452595019,0.7017640659224063,0
cc_news::cc_00082,train,0,news,21,23.13199806213379,1.1565998792648315,1.3174233436584473,1.3326990604400635,0.14794513661387645,1.1522559221483002,0.05833962018263945,-0.4315234124660492,116.0729751586914,1.0,0.97003573179245,human,3.091042453358316,3.1835386802757517,0.7685328514817991,0.840455940740778,0.6780516805511169,0
ai_gen::cc_00082,train,1,news,28,31.89229393005371,1.1811960935592651,1.3175493478775024,1.3526232242584229,0.08620339536663454,1.1451301199121442,0.03833808979945692,-0.5020131468772888,120.37567901611328,1.0,0.9609996676445007,ai,3.367295829986474,3.4932384032858472,0.7798733931087237,0.8405103118136934,0.6734543777315334,0
cc_news::cc_00097,train,0,news,25,27.736631393432617,1.1556929349899292,1.3171963691711426,1.3308247327804565,0.13159605731187918,1.1515383476761514,0.032767734892139536,-0.5208262801170349,122.20529174804688,1.0,0.8145710825920105,human,3.258096538021482,3.3581726640886145,0.7681122194295058,0.8403579933355754,0.595849121658161,0
ai_gen::cc_00097,train,1,news,44,52.09861755371094,1.2115957736968994,1.3141008615493774,1.3525062799453735,0.07253033299605706,1.1163015828434284,0.022437289215908807,-0.4956366717815399,119.81507873535156,1.0,1.025769829750061,ai,3.8066624897703196,3.9721508931389438,0.793714324508979,0.8390212153537183,0.7059497911544554,0
cc_news::cc_00111,train,0,news,17,16.868650436401367,1.0542906522750854,1.406059980392456,1.4070097208023071,0.2256475864906067,1.3345558151015984,0.08066078691944883,-0.38651540875434875,113.2078857421875,1.0,0.8537046909332275,human,2.8903717578961645,2.883047805133199,0.7199306069847399,0.8779905467481761,0.6171861723281302,0
ai_gen::cc_00111,train,1,news,28,30.886249542236328,1.143935203552246,1.2730156183242798,1.315800428390503,0.10818781559936619,1.150240349543764,0.0379044615084396,-0.45624202489852905,117.26777648925781,1.0,0.9155325889587402,ai,3.367295829986474,3.4621748680298285,0.7626430205280892,0.8211074160849339,0.6499956983047533,0
cc_news::cc_00084,train,0,news,32,33.865562438964844,1.092437505722046,1.2796391248703003,1.2903517484664917,0.1111802203832885,1.181167564923957,0.030621825174759008,-0.46363818645477295,117.8935317993164,1.0,0.9338769912719727,human,3.4965075614664802,3.551499592450639,0.7383296570917944,0.8240171518733176,0.6595267917363394,0
ai_gen::cc_00084,train,1,news,43,46.06591033935547,1.0968073606491089,1.2785794734954834,1.2964180707931519,0.12142889438571068,1.1819924968635585,0.021544231747657443,-0.48400017619132996,119.18836975097656,1.0,0.8957996964454651,ai,3.784189633918261,3.85154896698477,0.740415883441114,0.8235522108569804,0.6396407529172983,0
cc_news::cc_00067,train,0,news,30,32.519859313964844,1.121374487876892,1.2838016748428345,1.3201185464859009,0.1379427249795751,1.1772325487662156,0.03474225711053497,-0.4312722384929657,115.89791107177734,1.0,0.9315290451049805,human,3.4339872044851463,3.5121380785276535,0.752064221938335,0.8258414556430691,0.6583119406010814,0
ai_gen::cc_00067,train,1,news,36,40.0872802734375,1.1453508138656616,1.2684234380722046,1.278735876083374,0.08826417201089015,1.1164578228799693,0.03053196881328126,-0.4768561124801636,118.61892700195312,1.0,0.9599338173866272,ai,3.6109179126442243,3.7156985912045144,0.7633030885949256,0.8190850695290635,0.6729107060328441,0
cc_news::cc_00120,train,0,news,21,20.1834659576416,1.0091732740402222,1.366565227508545,1.374394416809082,0.21529919051986926,1.361901322758317,0.06634836952058643,-0.4624329209327698,118.28204345703125,1.0,0.8259130120277405,human,3.091042453358316,3.0532209697333537,0.6977233310136356,0.8614396328444669,0.6020801424990005,0
ai_gen::cc_00120,train,1,news,49,52.23060989379883,1.0881377458572388,1.2448385953903198,1.3005541563034058,0.12924496500356605,1.19521095675036,0.017663342071076702,-0.4642941951751709,118.04912567138672,1.0,0.8390456438064575,ai,3.912023005428146,3.9746336048270643,0.736272638082593,0.8086336234605594,0.6092467652198075,0
cc_news::cc_00073,train,0,news,25,29.684322357177734,1.2368468046188354,1.388843297958374,1.396220088005066,0.10698538507770743,1.128854505497321,0.047326304907482,-0.43979763984680176,116.20136260986328,1.0,1.1393156051635742,human,3.258096538021482,3.4237518517509558,0.8050671976501443,0.8708092730397206,0.7604859672121945,0
ai_gen::cc_00073,train,1,news,37,42.32543182373047,1.175706386566162,1.2857518196105957,1.3180477619171143,0.08705760635690904,1.1210688118872618,0.031111279262012095,-0.49560046195983887,119.92948150634766,1.0,0.9317487478256226,ai,3.6375861597263857,3.768739802631756,0.7773533872452411,0.826694994129279,0.6584256796240846,0
emozilla/pg19::pg19_00024,train,0,pg19,11,12.5770902633667,1.25770902633667,1.365043044090271,1.3664757013320923,0.07699976128924381,1.086479998725254,0.09433110201785179,-0.5363619923591614,122.59300231933594,1.0,1.1074079275131226,human,2.4849066497880004,2.6083838328516755,0.8143505939768612,0.8607962222392724,0.7454587219267712,0
ai_gen::pg19_00024,train,1,pg19,55,68.80764770507812,1.2742156982421875,1.3577854633331299,1.3795191049575806,0.05429536993339111,1.0826417433559945,0.018839318720896763,-0.49755775928497314,119.97254943847656,1.0,1.0396215915679932,ai,4.02535169073515,4.245743569741745,0.8216352449382397,0.8577228155049161,0.712764296320509,0
cc_news::cc_00076,train,0,news,22,22.321304321289062,1.06291925907135,1.2547627687454224,1.277092695236206,0.12208160389149492,1.2014954892724148,0.060706234674597306,-0.40172886848449707,113.89990234375,1.0,0.9039024114608765,human,3.1354942159291497,3.1493672913628292,0.7241220956942067,0.8130447650902988,0.6439056805707838,0
ai_gen::cc_00076,train,1,news,34,38.426177978515625,1.1644296646118164,1.3088667392730713,1.3253206014633179,0.10614617313521756,1.138171451432405,0.03260215642171816,-0.5108279585838318,121.07757568359375,1.0,0.8971656560897827,ai,3.5553480614894135,3.674430011375864,0.772156892390089,0.8367568150962407,0.6403610124379695,0
cc_news::cc_00108,train,0,news,55,59.38051986694336,1.0996392965316772,1.3346219062805176,1.37391996383667,0.16020288433661045,1.249427851631748,0.02143352818119872,-0.4708753228187561,118.4852294921875,1.0,0.9171576499938965,human,4.02535169073515,4.100666534161193,0.7417655664199841,0.847849953504541,0.6508436985506499,0
ai_gen::cc_00108,train,1,news,46,53.097251892089844,1.1799389123916626,1.2862321138381958,1.295740008354187,0.07243033220190374,1.0981416027095035,0.023443960310439032,-0.5010616779327393,120.28964233398438,1.0,0.9793103337287903,ai,3.8501476017100584,3.990783387743192,0.7792968545696917,0.8269050973301469,0.6827484677316411,0
emozilla/pg19::pg19_00039,train,0,pg19,23,25.215810775756836,1.1461732387542725,1.2961268424987793,1.3082331418991089,0.1126525487065932,1.1413921540515386,0.040987450064661694,-0.5240185856819153,122.42765045166016,1.0,0.8987793326377869,human,3.1780538303479458,3.2663626934789796,0.7636863673036522,0.8312237219221292,0.6412112232023515,0
ai_gen::pg19_00039,train,1,pg19,50,59.55976104736328,1.2155053615570068,1.3899704217910767,1.399132490158081,0.10815375684620124,1.1510706035592513,0.022664506917657163,-0.4552145004272461,117.30941009521484,1.0,1.0296894311904907,ai,3.9318256327243257,4.103630663404158,0.7954805316756961,0.871280990047205,0.7078827917882646,0
emozilla/pg19::pg19_00028,train,0,pg19,34,41.23161697387695,1.2494429349899292,1.3910690546035767,1.3991367816925049,0.09625652377460396,1.119808470246512,0.030897000528559565,-0.4990391731262207,120.22398376464844,1.0,1.03750741481781,human,3.5553480614894135,3.743169157909173,0.810682601113319,0.8717405691145862,0.7117272053006443,0
ai_gen::pg19_00028,train,1,pg19,49,58.26250457763672,1.2138022184371948,1.3399287462234497,1.3655996322631836,0.10129965313667766,1.1250594302095667,0.02266120691675845,-0.47966474294662476,118.86799621582031,1.0,1.0069401264190674,ai,3.912023005428146,4.081976805471629,0.7947114980635609,0.8501204785741302,0.6966112369920606,0
emozilla/pg19::pg19_00017,train,0,pg19,97,119.72027587890625,1.2470861673355103,1.3511977195739746,1.375563621520996,0.08422203198691842,1.1030221147099115,0.010713500963804686,-0.49276483058929443,119.76701354980469,1.0,0.9934426546096802,human,4.584967478670572,4.793476099736193,0.8096343401917956,0.8549248662233143,0.689863121240256,0
ai_gen::pg19_00017,train,1,pg19,51,63.32012176513672,1.2664024829864502,1.3818186521530151,1.4284394979476929,0.07717720905274855,1.1279506453414372,0.02022987543217991,-0.4977153539657593,119.92442321777344,1.0,1.049760103225708,ai,3.9512437185814275,4.163872517983607,0.8181937650976582,0.8678643354374843,0.7177227634858849,0
cc_news::cc_00122,train,0,news,67,74.912841796875,1.1350430250167847,1.3267784118652344,1.367005467414856,0.13343967151564512,1.2043644489982541,0.018829046239139398,-0.4601413309574127,117.77250671386719,1.0,0.9222055077552795,human,4.219507705176107,4.329585863724672,0.7584867987102204,0.8444846549751699,0.653473228742282,0
ai_gen::cc_00122,train,1,news,40,40.599212646484375,1.0410054922103882,1.1842490434646606,1.2001160383224487,0.10723916206034939,1.1528431380059916,0.029803070655952734,-0.48814401030540466,119.45655822753906,1.0,0.8919800519943237,ai,3.713572066704308,3.7280812403209014,0.7134425747649927,0.7812720822720433,0.6376239272307244,0
cc_news::cc_00023,train,0,news,56,57.03948211669922,1.0370814800262451,1.2597140073776245,1.3218753337860107,0.26377204537617943,1.2746108760434944,0.023736757951381963,-0.43849804997444153,116.76304626464844,0.9814814814814815,0.7770563960075378,human,4.04305126783455,4.061123505107453,0.7115181364575738,0.8152382598685181,0.5749582853079375,0
ai_gen::cc_00023,train,1,news,38,43.424259185791016,1.173628568649292,1.3447129726409912,1.3716243505477905,0.12589907578472398,1.1687039555667935,0.02364728516299467,-0.47634145617485046,118.66481018066406,1.0,0.9589714407920837,ai,3.6635616461296463,3.7937856982863916,0.7763979225149604,0.8521629946801287,0.6724195603936988,0
emozilla/pg19::pg19_00027,train,0,pg19,43,51.138519287109375,1.2175837755203247,1.3274710178375244,1.3470370769500732,0.08009876164994356,1.1063198311535658,0.025080099586323863,-0.49523070454597473,119.90795135498047,1.0,0.9846687912940979,human,3.784189633918261,3.9539040093124855,0.7964182137530634,0.84478227803464,0.6854520444459455,0
ai_gen::pg19_00027,train,1,pg19,40,49.143638610839844,1.260093331336975,1.3738110065460205,1.3964223861694336,0.07030020966976934,1.1081896486879297,0.02715803778863298,-0.49928319454193115,120.0812759399414,1.0,1.0613056421279907,ai,3.713572066704308,3.914891659120674,0.8154061094832536,0.8644966833074275,0.7233395888889996,0
cc_news::cc_00068,train,0,news,19,18.85443115234375,1.0474684238433838,1.215268611907959,1.2363581657409668,0.13653652090929722,1.1803297718544354,0.05583504178792597,-0.4689655900001526,118.24210357666016,1.0,0.8792893290519714,human,2.995732273553991,2.9884272140767845,0.716604114815857,0.7953736656289553,0.630893688913907,0
ai_gen::cc_00068,train,1,news,27,29.578479766845703,1.1376338005065918,1.2380166053771973,1.2561962604522705,0.07956243600123948,1.1042184751294997,0.03105887447298564,-0.4938531219959259,119.76475524902344,1.0,0.9615320563316345,ai,3.332204510175204,3.4202964859507703,0.7596995165979149,0.805590029601795,0.6737258292979534,0
emozilla/pg19::pg19_00004,train,0,pg19,52,63.37651443481445,1.2426767349243164,1.3735417127609253,1.3818166255950928,0.09906423944058254,1.1119678889603888,0.020148200231217796,-0.49094390869140625,119.61831665039062,1.0,1.0665476322174072,human,3.970291913552122,4.164748883908188,0.8076701234057995,0.8643832332221667,0.7258794044099894,0
ai_gen::pg19_00004,train,1,pg19,35,40.3563117980957,1.1869503259658813,1.2724435329437256,1.3024957180023193,0.06920054297227002,1.0973464428187552,0.033449302236991295,-0.4575018584728241,117.36415100097656,1.0,1.0396513938903809,ai,3.58351893845611,3.722225053063849,0.7825080281151803,0.8208556987712208,0.7127789079057079,0
emozilla/pg19::pg19_00018,train,0,pg19,29,33.7485237121582,1.2053043842315674,1.3274842500686646,1.3343902826309204,0.09307676123584949,1.1070981737783552,0.04231389368996605,-0.45391273498535156,117.15473175048828,1.0,1.080733299255371,human,3.4011973816621555,3.5481370880050074,0.7908655421071924,0.8447879632583978,0.7327203793018101,0
ai_gen::pg19_00018,train,1,pg19,42,50.27809524536133,1.226294994354248,1.2947028875350952,1.3279318809509277,0.05929836375512472,1.082881270056164,0.02263627380397161,-0.5061687231063843,120.53707122802734,1.0,1.070482850074768,ai,3.7612001156935624,3.9372636677213295,0.8003387662447855,0.8306033743627181,0.7277818409818676,0
cc_news::cc_00100,train,0,news,31,36.99822998046875,1.2332743406295776,1.3379783630371094,1.3963024616241455,0.09257516344126221,1.1321912859309236,0.03765622705916899,-0.4808189272880554,118.84423065185547,1.0,1.041538953781128,human,3.4657359027997265,3.63753957918018,0.8034688227364651,0.8492866085319081,0.713703912556085,0
ai_gen::cc_00100,train,1,news,27,29.93988609313965,1.151534080505371,1.288600206375122,1.3182984590530396,0.08435305459709719,1.1448193165705838,0.03682062470938146,-0.4859597682952881,119.206787109375,1.0,0.9703408479690552,ai,3.332204510175204,3.432046163597731,0.7661811135175028,0.8279403670767429,0.6782065470574209,0
cc_news::cc_00110,train,0,news,139,154.21351623535156,1.117489218711853,1.2235087156295776,1.2498291730880737,0.07610344463225649,1.1184261576390442,0.006760898756666106,-0.4870464503765106,119.2840805053711,1.0,0.9226871132850647,human,4.941642422609304,5.044801693102386,0.7502310560136858,0.7990864507403685,0.6537237457682548,0
ai_gen::cc_00110,train,1,news,36,38.518150329589844,1.1005185842514038,1.2371370792388916,1.2452211380004883,0.12530042833367389,1.1314857884443474,0.0318229593657791,-0.5144646167755127,121.34635162353516,1.0,0.8888458013534546,ai,3.6109179126442243,3.676760068383287,0.7421842591251296,0.8051969587883151,0.6359659554116497,0
emozilla/pg19::pg19_00035,train,0,pg19,19,20.024160385131836,1.1124533414840698,1.2710405588150024,1.2806066274642944,0.115302158662596,1.1511553605967404,0.05664853410896699,-0.4821164309978485,119.05142974853516,1.0,0.9748002886772156,human,2.995732273553991,3.0456722709418536,0.747849993133827,0.8202381224157277,0.6804672735830419,0
ai_gen::pg19_00035,train,1,pg19,43,52.85150146484375,1.2583690881729126,1.3601946830749512,1.3780392408370972,0.0713588359756215,1.09509940588007,0.024865719794518886,-0.4868262708187103,119.25381469726562,1.0,1.0527141094207764,ai,3.784189633918261,3.986230285569193,0.8146429103736135,0.8587441084635415,0.7191628733086316,0
cc_news::cc_00098,train,0,news,32,36.87705993652344,1.1895825862884521,1.3308974504470825,1.3489134311676025,0.11318098652132165,1.1339384475819667,0.03208081728232872,-0.47843727469444275,118.93606567382812,1.0,0.9821767807006836,human,3.4965075614664802,3.6343456501135676,0.7837109257936595,0.846253365283669,0.6841956250184643,0
ai_gen::cc_00098,train,1,news,43,48.42364501953125,1.1529439687728882,1.2402808666229248,1.2444792985916138,0.06627910778929887,1.0793926958263806,0.024514896563470147,-0.4714612662792206,118.35260772705078,1.0,0.944920539855957,ai,3.784189633918261,3.900428953800385,0.7668361933212771,0.8066012448919043,0.6652211226913858,0
cc_news::cc_00115,train,0,news,42,45.681819915771484,1.114190697669983,1.331101894378662,1.3473302125930786,0.14784399715431287,1.2092456124516495,0.032189534279760325,-0.4500616192817688,116.98078918457031,1.0,0.9542572498321533,human,3.7612001156935624,3.843354793714324,0.7486720904136867,0.8463410718304052,0.6700101978886523,0
ai_gen::cc_00115,train,1,news,51,57.45435333251953,1.1490870714187622,1.2825349569320679,1.2992850542068481,0.0865414351606391,1.1307107063710218,0.0188938320720224,-0.46970218420028687,118.17704010009766,1.0,1.0060884952545166,ai,3.9512437185814275,4.068246164742891,0.7650431340190824,0.8252866485644824,0.6961868038481074,0
cc_news::cc_00077,train,0,news,29,33.988739013671875,1.2138835191726685,1.3205289840698242,1.3510135412216187,0.0799661374830392,1.1129680236051802,0.03791006570860603,-0.46949976682662964,118.24775695800781,1.0,1.0319408178329468,human,3.4011973816621555,3.555026267252684,0.7947482218693145,0.841795170062728,0.7089914042098808,0
ai_gen::cc_00077,train,1,news,39,45.05225372314453,1.185585618019104,1.3018068075180054,1.3315261602401733,0.08366806260326223,1.1230957427298975,0.030291136911738334,-0.46928879618644714,118.20408630371094,1.0,1.0338295698165894,ai,3.6888794541139363,3.8297767022886524,0.781883810037354,0.8336943830237711,0.7099205034650912,0
emozilla/pg19::pg19_00013,train,0,pg19,47,55.919952392578125,1.2156511545181274,1.3241772651672363,1.336875319480896,0.07546540144013657,1.0997195326234201,0.022283584218791355,-0.4925757944583893,119.6898422241211,1.0,0.9866036176681519,human,3.871201010907891,4.041645936829491,0.7955463352466801,0.8433661119703235,0.686426455832471,0
ai_gen::pg19_00013,train,1,pg19,44,53.27231216430664,1.2388910055160522,1.3253549337387085,1.3329981565475464,0.06466494792284387,1.0759607993047122,0.024060255350924386,-0.5009543299674988,120.26990509033203,1.0,1.021179437637329,ai,3.8066624897703196,3.9940141920011167,0.8059806564478108,0.8438726870605804,0.7036812210399774,0
cc_news::cc_00004,train,0,news,39,41.95770263671875,1.1041500568389893,1.2924200296401978,1.3087329864501953,0.14997748395036362,1.185285440455177,0.034280491064609744,-0.4335063695907593,116.02385711669922,1.0,0.9149616956710815,human,3.6888794541139363,3.7602159719717623,0.7439116121227223,0.8296080410679347,0.6496976201720296,0
ai_gen::cc_00004,train,1,news,39,42.0911750793457,1.107662558555603,1.266498327255249,1.2839525938034058,0.10168588318204821,1.1591550006678266,0.02794062273171645,-0.47343289852142334,118.49372100830078,1.0,0.9354008436203003,ai,3.6888794541139363,3.7633182216050867,0.7455795412789655,0.8182360533686022,0.6603144593539871,0
emozilla/pg19::pg19_00037,train,0,pg19,52,57.185546875,1.1212852001190186,1.2966245412826538,1.319849967956543,0.14999669892317302,1.177086764201713,0.0240231093831383,-0.44791409373283386,116.9106674194336,1.0,0.901180624961853,human,3.970291913552122,4.063636988415931,0.7520221314741201,0.8314404542223274,0.6424750747536816,0
ai_gen::pg19_00037,train,1,pg19,43,51.62427520751953,1.2291494607925415,1.356927752494812,1.361728549003601,0.0773209124889426,1.1078624629786407,0.028622756630942124,-0.48411640524864197,119.1021957397461,1.0,1.0559298992156982,ai,3.784189633918261,3.9631775191289735,0.8016201050012552,0.8573589711697398,0.7207282512994376,0
cc_news::cc_00121,train,0,news,31,33.73298645019531,1.124432921409607,1.2754244804382324,1.305621862411499,0.11404862979581429,1.1611380612847848,0.0387807414705583,-0.45408570766448975,117.24244689941406,1.0,0.9501580595970154,human,3.4657359027997265,3.5476898535627632,0.7535049062496513,0.8221666198061477,0.6679104254943765,0
ai_gen::cc_00121,train,1,news,31,35.034793853759766,1.1678264141082764,1.2816158533096313,1.295896053314209,0.08157546651132949,1.1096649618964252,0.02289749337201297,-0.47846871614456177,118.73013305664062,1.0,0.9777505397796631,ai,3.4657359027997265,3.5844849676374038,0.7737250130786125,0.8248838995436578,0.6819601078454662,0
cc_news::cc_00116,train,0,news,20,19.067514419555664,1.0035533905029297,1.2528332471847534,1.2815837860107422,0.19453123663624702,1.2770459430835073,0.0682846361695847,-0.47167837619781494,118.51771545410156,1.0,0.8508655428886414,human,3.044522437723423,2.9991023095760045,0.6949222993553803,0.8121886450335314,0.6156533906982786,0
ai_gen::cc_00116,train,1,news,27,29.777694702148438,1.1452959775924683,1.2478835582733154,1.255468726158142,0.08176872759736638,1.096195874883078,0.04499401761634959,-0.496756911277771,119.97720336914062,1.0,0.9811106324195862,ai,3.332204510175204,3.4267902296393027,0.7632775277525344,0.8099891327687629,0.6836576129109977,0
cc_news::cc_00105,train,0,news,22,25.479312896728516,1.2133005857467651,1.3315353393554688,1.331701636314392,0.10315044759211545,1.0975859172553317,0.050332497149005825,-0.45235171914100647,117.35609436035156,1.0,1.023789644241333,human,3.1354942159291497,3.27636378272341,0.7944848791144358,0.8465269944987694,0.7049718153132447,0
ai_gen::cc_00105,train,1,news,25,28.10161018371582,1.1709004640579224,1.3019487857818604,1.3178527355194092,0.07869287508678938,1.1255036409765158,0.04064304983996497,-0.4693326950073242,118.1061782836914,1.0,1.010249137878418,ai,3.258096538021482,3.370793505420385,0.7751420418754695,0.8337560623466729,0.6982586635831606,0
cc_news::cc_00102,train,0,news,95,115.26296997070312,1.2262017726898193,1.3637112379074097,1.380344033241272,0.11745968550249283,1.1257070932234892,0.010906142331736007,-0.4745703637599945,118.51822662353516,1.0,0.9876708984375,human,4.564348191467836,4.755854607884493,0.8002968923617397,0.8602329422975995,0.6869635504849312,0
ai_gen::cc_00102,train,1,news,41,47.99204635620117,1.1998012065887451,1.3343267440795898,1.352769374847412,0.08150928217950253,1.127494594452406,0.024071137175640363,-0.4862711429595947,119.24028778076172,1.0,1.0021882057189941,ai,3.7376696182833684,3.891657965674229,0.788366995640022,0.8477235172451496,0.6942406853251202,0
cc_news::cc_00003,train,0,news,37,42.17359161376953,1.171488642692566,1.2938706874847412,1.3427525758743286,0.09631454141519355,1.1461934217193783,0.026626956007812907,-0.48458781838417053,119.29776763916016,1.0,0.9470154047012329,human,3.6375861597263857,3.76522900309002,0.7754129428121572,0.8302406472337432,0.666297638377886,0
ai_gen::cc_00003,train,1,news,40,44.64944076538086,1.144857406616211,1.244775414466858,1.2917582988739014,0.08123108162837457,1.1283137021323455,0.024739080836967877,-0.4729786813259125,118.40685272216797,1.0,0.9521142840385437,ai,3.713572066704308,3.820991356481402,0.7630730730682802,0.8086054780906781,0.6689130334279765,0
ai_gen::cc_00087,train,1,news,29,32.93013000488281,1.176076054573059,1.3185663223266602,1.3338737487792969,0.0868520542658375,1.134173035486542,0.029839171049168507,-0.5321169495582581,122.44432830810547,1.0,0.949034571647644,ai,3.4011973816621555,3.5243034103503312,0.7775232799330241,0.8409490301450782,0.6673341585146639,0
emozilla/pg19::pg19_00038,train,0,pg19,66,81.76527404785156,1.2579272985458374,1.3612819910049438,1.3705602884292603,0.0668010044104717,1.089538552834124,0.015264664467789815,-0.49365273118019104,119.7584457397461,1.0,0.9906738996505737,human,4.204692619390966,4.416008577862952,0.8144472679309326,0.8592046880763492,0.6884732244502777,0
ai_gen::pg19_00038,train,1,pg19,44,51.19004440307617,1.1904661655426025,1.3168634176254272,1.324804663658142,0.08962999659327599,1.112845288679999,0.022219567643674946,-0.46018314361572266,117.51513671875,1.0,1.0148106813430786,ai,3.8066624897703196,3.954891756451591,0.7841143821550831,0.84021429577378,0.7005252363161826,0
